id,index,difficulty,equation1,equation2,answer
normal_0251,251,normal,x = ((y * x) * (x * y)) * y,x * x = x * y,False
normal_0252,252,normal,x = y * (z * ((y * y) * z)),x * y = z * (x * (z * z)),True
normal_0253,253,normal,x = ((y * z) * (x * z)) * z,x * (y * z) = y * (x * w),True
normal_0254,254,normal,x * y = (y * z) * (w * w),x = (x * (x * y)) * (x * y),False
normal_0255,255,normal,x = (y * z) * ((z * y) * x),x = (x * ((y * z) * y)) * w,False
normal_0256,256,normal,x = y * (y * (z * (x * y))),x = (y * y) * (x * (x * x)),True
normal_0257,257,normal,x = y * (z * (z * (x * z))),x = y * (y * ((y * z) * x)),True
normal_0258,258,normal,(x * x) * y = (x * x) * z,x * x = y * ((y * z) * x),False
normal_0259,259,normal,x = y * ((y * y) * (y * z)),x = (y * z) * (w * (x * z)),True
normal_0260,260,normal,x = (y * z) * ((w * x) * z),x * x = (y * z) * (x * y),True
normal_0261,261,normal,x = (x * (y * (y * x))) * y,x = y * ((x * x) * (y * z)),False
normal_0262,262,normal,x = (y * ((z * w) * x)) * w,x * (y * x) = (y * x) * x,True
normal_0263,263,normal,x = y * (y * (x * (x * z))),x = ((y * x) * y) * x,True
normal_0264,264,normal,x = (y * (y * z)) * (w * y),x = y * ((z * w) * (y * y)),True
normal_0265,265,normal,x = (x * ((x * y) * y)) * z,x = x * (y * (y * z)),False
normal_0266,266,normal,x = x * ((y * x) * y),x * x = ((y * x) * z) * w,False
normal_0267,267,normal,x * y = x * (y * (y * y)),x = ((x * x) * (y * z)) * x,False
normal_0268,268,normal,x = (y * (x * x)) * z,x = y * ((z * (y * y)) * z),True
normal_0269,269,normal,x = y * (z * (x * (y * x))),x * y = z * (y * (w * x)),False
normal_0270,270,normal,x = ((y * (z * w)) * x) * z,x = (y * y) * y,True
normal_0271,271,normal,x = (x * (y * x)) * y,x = (((y * z) * z) * w) * x,False
normal_0272,272,normal,x = (y * ((x * x) * y)) * y,(x * y) * z = (x * z) * w,False
normal_0273,273,normal,x = (((y * z) * z) * w) * w,x = ((y * (y * y)) * z) * z,True
normal_0274,274,normal,x * y = x * (y * (x * z)),x = (y * (z * (z * z))) * w,False
normal_0275,275,normal,x = (y * z) * (w * (y * y)),x = (y * x) * (x * z),True
normal_0276,276,normal,x = ((y * z) * (w * w)) * x,x = y * (z * (z * (w * x))),False
normal_0277,277,normal,x = ((y * (z * w)) * u) * v,x = y * (z * (x * x)),True
normal_0278,278,normal,x = (((y * x) * z) * x) * w,x = y * (z * (z * (w * x))),True
normal_0279,279,normal,x = (y * x) * (z * (z * x)),(x * x) * y = (z * y) * x,False
normal_0280,280,normal,x * (y * y) = y * (z * w),x = y * (y * ((z * z) * y)),False
normal_0281,281,normal,x = (y * z) * ((y * z) * z),x = (y * (y * (z * x))) * w,True
normal_0282,282,normal,x = x * (((y * z) * z) * w),x * x = (x * (y * z)) * z,True
normal_0283,283,normal,x * x = x * (x * (x * x)),x = x * ((y * (y * z)) * y),False
normal_0284,284,normal,x = y * (z * ((z * z) * w)),x * (y * z) = (x * z) * z,True
normal_0285,285,normal,x = (y * (x * z)) * (y * y),x * y = (z * (x * w)) * w,True
normal_0286,286,normal,x * y = (y * y) * (x * x),x = y * ((z * (y * y)) * x),False
normal_0287,287,normal,x = ((y * z) * (x * y)) * y,x * y = (x * (z * z)) * y,True
normal_0288,288,normal,x = y * (y * ((z * z) * y)),x = (y * (z * x)) * (z * w),True
normal_0289,289,normal,x = (y * x) * ((z * w) * z),x * y = (x * x) * x,True
normal_0290,290,normal,x * x = y * ((z * z) * x),x = (y * (z * y)) * (x * w),False
normal_0291,291,normal,x = (x * ((y * z) * y)) * z,x = y * ((z * z) * (y * x)),False
normal_0292,292,normal,x * y = y * ((z * z) * w),x * y = (y * (x * z)) * y,True
normal_0293,293,normal,x = (y * z) * ((z * y) * z),x * y = ((z * z) * w) * x,True
normal_0294,294,normal,x * (y * z) = w * (y * z),x * y = (z * w) * (y * w),False
normal_0295,295,normal,(x * y) * z = (y * z) * x,x = (((x * y) * x) * y) * x,False
normal_0296,296,normal,x = (y * z) * (z * (z * y)),x = y * ((z * z) * x),True
normal_0297,297,normal,x = (y * (y * (y * z))) * z,x * y = ((x * z) * w) * w,True
normal_0298,298,normal,x = (x * (y * (x * x))) * y,x = (y * (x * y)) * (z * w),False
normal_0299,299,normal,x * x = x * ((x * y) * y),x * x = ((x * x) * y) * z,False
normal_0300,300,normal,x = (y * ((z * x) * w)) * x,x = ((y * z) * w) * (x * x),True
normal_0301,301,normal,(x * y) * y = (y * z) * z,x * (y * z) = (z * y) * x,False
normal_0302,302,normal,x = (y * ((y * y) * x)) * x,x * y = z * (x * (w * w)),False
normal_0303,303,normal,x = (y * (z * x)) * z,x = y * (((z * x) * x) * y),True
normal_0304,304,normal,(x * y) * z = (x * w) * z,x = ((x * y) * (y * y)) * z,False
normal_0305,305,normal,x = (y * y) * ((x * z) * z),x = x * (y * (z * (y * z))),False
normal_0306,306,normal,x * (y * x) = (y * x) * z,x = x * (y * ((z * y) * w)),False
normal_0307,307,normal,x = (y * (x * x)) * (y * y),(x * y) * y = (z * y) * w,False
normal_0308,308,normal,x = y * (y * ((z * w) * z)),x * x = (y * (y * y)) * y,True
normal_0309,309,normal,x = ((y * (y * z)) * z) * z,x * y = y * (z * (w * z)),True
normal_0310,310,normal,x = (x * (y * z)) * (z * x),x = (y * z) * ((y * z) * z),False
normal_0311,311,normal,x * x = ((y * y) * z) * w,x = (x * ((x * y) * x)) * z,False
normal_0312,312,normal,x * y = ((z * y) * x) * x,x = ((y * (z * x)) * w) * z,False
normal_0313,313,normal,x = (y * (z * (x * w))) * z,x = ((y * x) * (z * z)) * w,True
normal_0314,314,normal,x = (y * x) * ((z * w) * w),x * (y * y) = (z * z) * w,True
normal_0315,315,normal,x = x * (((y * z) * w) * y),x = (y * (z * w)) * y,False
normal_0316,316,normal,x = y * (z * (w * (w * y))),x = (x * y) * (x * y),True
normal_0317,317,normal,x = ((y * x) * (y * z)) * w,x = (x * x) * ((x * x) * y),True
normal_0318,318,normal,x * y = z * (y * w),x = (x * (y * (x * x))) * z,False
normal_0319,319,normal,x = ((y * (y * y)) * z) * w,x = (y * (z * (w * w))) * z,True
normal_0320,320,normal,x = y * (y * z),(x * y) * x = (z * y) * w,True
normal_0321,321,normal,x = (((y * y) * z) * w) * x,x = (y * (z * y)) * (y * x),True
normal_0322,322,normal,x = y * (z * ((x * y) * y)),x = y * (((x * x) * z) * w),True
normal_0323,323,normal,x = (y * (z * (w * w))) * u,x = (y * (z * z)) * (z * z),True
normal_0324,324,normal,x * x = ((y * x) * x) * z,x * x = ((y * z) * z) * x,True
normal_0325,325,normal,x * y = z * ((z * x) * z),x * x = y * (x * x),True
normal_0326,326,normal,x = x * (y * ((y * z) * y)),x = ((x * (x * y)) * y) * x,False
normal_0327,327,normal,x = (y * (x * (z * w))) * z,x * x = y * ((y * x) * y),True
normal_0328,328,normal,x = ((y * (z * x)) * w) * y,x = x * (((x * y) * x) * y),True
normal_0329,329,normal,x = (y * z) * (w * (x * z)),x = (y * ((z * w) * y)) * u,True
normal_0330,330,normal,x = (((y * x) * y) * x) * z,x = (y * z) * ((z * w) * w),True
normal_0331,331,normal,x = (y * ((x * z) * z)) * w,x = (y * (z * y)) * (w * y),True
normal_0332,332,normal,x * x = ((x * y) * z) * y,x = y * ((y * z) * (w * u)),False
normal_0333,333,normal,x = (y * z) * (w * (x * x)),x = (x * x) * (y * (x * x)),True
normal_0334,334,normal,x = (y * z) * ((z * w) * y),x = y * (((z * y) * y) * w),True
normal_0335,335,normal,x = y * (x * (x * y)),x = (x * (y * (y * z))) * w,False
normal_0336,336,normal,x = ((y * z) * (w * x)) * u,x * y = (z * (x * y)) * w,True
normal_0337,337,normal,x = ((x * (x * x)) * y) * z,x = (y * ((y * z) * z)) * y,False
normal_0338,338,normal,x = ((x * x) * x) * (y * y),x = (y * y) * (z * (w * z)),False
normal_0339,339,normal,x * x = y * (y * (z * z)),x = x * ((y * z) * (w * z)),False
normal_0340,340,normal,x = y * (y * (x * y)),x = ((y * x) * (y * x)) * z,False
normal_0341,341,normal,x = y * (z * (w * (w * y))),x = (y * z) * ((w * x) * u),True
normal_0342,342,normal,x = y * (((y * x) * z) * w),x = ((y * z) * (z * x)) * y,True
normal_0343,343,normal,x = (y * (x * y)) * (x * y),x = y * (y * (z * (z * z))),False
normal_0344,344,normal,x = ((y * y) * x) * (z * z),x = ((y * z) * (y * z)) * y,False
normal_0345,345,normal,x = y * ((z * (w * y)) * y),x * x = ((y * x) * x) * y,True
normal_0346,346,normal,x = (((y * x) * x) * z) * y,x = x * (y * (z * (y * x))),True
normal_0347,347,normal,x = ((y * x) * (y * y)) * x,x * x = (x * y) * z,False
normal_0348,348,normal,x = ((x * y) * (z * w)) * w,x = y * (z * ((w * z) * w)),False
normal_0349,349,normal,x = y * (z * ((z * w) * x)),x = (y * z) * (y * (w * u)),False
normal_0350,350,normal,x = (x * y) * ((y * x) * x),x = y * (((y * z) * w) * y),False
normal_0351,351,normal,x = y * (z * (w * y)),x * y = z * (w * x),True
normal_0352,352,normal,x = ((y * y) * (x * y)) * z,x = (x * y) * (y * x),True
normal_0353,353,normal,x * x = (x * (x * x)) * x,x * y = (y * (z * z)) * x,False
normal_0354,354,normal,x * y = (x * x) * (z * y),x * x = ((y * z) * w) * u,False
normal_0355,355,normal,x = y * ((x * z) * (z * z)),(x * x) * x = (y * y) * y,True
normal_0356,356,normal,x * x = ((y * x) * y) * z,x * y = (y * (z * x)) * z,False
normal_0357,357,normal,x * y = (y * y) * (y * x),x = (y * (y * x)) * (z * x),False
normal_0358,358,normal,x * y = ((x * z) * z) * z,x * y = ((z * x) * y) * w,False
normal_0359,359,normal,x = y * (z * (z * (w * y))),x * y = (z * w) * (w * x),True
normal_0360,360,normal,x = ((y * (x * z)) * y) * z,x * y = (x * (y * z)) * x,False
normal_0361,361,normal,x = (y * (z * (w * z))) * w,x = y * (x * (y * z)),True
normal_0362,362,normal,x * y = (z * w) * w,(x * y) * y = (y * x) * z,True
normal_0363,363,normal,x = ((y * z) * w) * (x * z),x = y * (x * ((x * x) * y)),True
normal_0364,364,normal,x = ((y * x) * x) * (x * x),x = y * (((y * z) * z) * x),False
normal_0365,365,normal,x = y * (((z * x) * x) * z),x = (x * ((y * x) * y)) * z,True
normal_0366,366,normal,x = (y * (x * z)) * (w * w),x * y = ((z * z) * z) * x,True
normal_0367,367,normal,x = (x * (y * (z * y))) * w,x * (y * z) = (x * x) * x,False
normal_0368,368,normal,x = y * (z * (z * (w * x))),x = (((y * z) * y) * z) * x,False
normal_0369,369,normal,x = (y * (z * w)) * x,x = (x * ((x * y) * z)) * z,False
normal_0370,370,normal,x = (y * (y * y)) * (z * x),x * y = (y * z) * w,False
normal_0371,371,normal,(x * y) * z = (z * y) * w,x = y * (((y * z) * w) * x),False
normal_0372,372,normal,x = y * (z * (y * (w * w))),x * y = (y * (y * x)) * z,True
normal_0373,373,normal,x = x * (((y * z) * z) * w),x * x = ((y * z) * z) * z,False
normal_0374,374,normal,x = x * (y * (y * (y * z))),x = y * (x * (z * (y * z))),False
normal_0375,375,normal,x * y = (z * (y * x)) * z,x = x * (((y * z) * w) * z),False
normal_0376,376,normal,x = y * ((y * (y * z)) * y),x = (((x * x) * y) * z) * x,True
normal_0377,377,normal,x = ((y * x) * x) * (z * x),x = (x * (y * x)) * (x * y),False
normal_0378,378,normal,x = y * ((y * (z * x)) * x),x = x * ((y * (x * y)) * y),False
normal_0379,379,normal,x * (y * z) = y * (w * u),x * (y * y) = z * (w * u),True
normal_0380,380,normal,x = (x * (y * z)) * (z * z),x * (x * y) = z * (w * x),False
normal_0381,381,normal,x = (y * ((y * x) * x)) * x,x = (y * ((z * y) * y)) * x,False
normal_0382,382,normal,x = (y * z) * (w * (x * z)),x = (y * (x * y)) * (x * z),True
normal_0383,383,normal,x = ((y * y) * y) * y,x = (y * ((z * x) * x)) * y,True
normal_0384,384,normal,x = y * (x * (z * (w * w))),x = (y * ((x * x) * y)) * y,True
normal_0385,385,normal,x = (y * x) * (z * (z * w)),x = y * ((z * z) * (y * z)),True
normal_0386,386,normal,x = x * (y * ((x * y) * x)),x = y * ((z * (w * w)) * w),False
normal_0387,387,normal,x = (y * z) * ((z * z) * y),x = y * ((x * (z * w)) * w),True
normal_0388,388,normal,x = x * (x * (y * y)),x = (((y * z) * x) * x) * y,False
normal_0389,389,normal,x * x = ((x * y) * z) * w,x = ((y * (z * z)) * w) * z,False
normal_0390,390,normal,x = y * (x * ((z * w) * z)),x = ((y * x) * y) * x,True
normal_0391,391,normal,x = y * (z * (w * (y * z))),x = ((x * y) * y) * y,True
normal_0392,392,normal,x = y * ((z * (z * x)) * z),x * (x * y) = (z * w) * u,True
normal_0393,393,normal,x * y = ((x * x) * z) * w,x * (y * z) = (z * y) * y,False
normal_0394,394,normal,x = y * (x * (z * (z * w))),x * y = (z * (w * w)) * y,True
normal_0395,395,normal,x = (y * z) * (y * (w * x)),x = ((y * z) * (w * z)) * y,False
normal_0396,396,normal,x = y * ((y * (y * y)) * y),x * (y * y) = (y * x) * x,True
normal_0397,397,normal,x = (y * ((z * w) * u)) * u,x = y * (x * ((z * z) * y)),True
normal_0398,398,normal,x = (y * z) * ((w * z) * w),x = x * (y * ((y * y) * z)),True
normal_0399,399,normal,x * x = y * ((y * y) * z),x = y * ((z * (x * x)) * z),False
normal_0400,400,normal,x = y * (z * (w * (x * w))),x * (x * y) = (x * y) * x,True
normal_0401,401,normal,x = (y * ((x * z) * x)) * w,x * y = y * (y * (z * z)),True
normal_0402,402,normal,x = (y * (z * y)) * (w * y),x = (y * ((z * x) * y)) * y,True
normal_0403,403,normal,x = x * ((y * x) * (x * y)),x = ((y * (z * y)) * y) * x,False
normal_0404,404,normal,x = (y * x) * (z * (x * y)),x = (((y * z) * w) * u) * w,True
normal_0405,405,normal,x = (y * ((x * z) * y)) * x,x * (y * y) = x * (z * z),False
normal_0406,406,normal,x = y * (z * (y * w)),x = ((y * (x * z)) * w) * x,True
normal_0407,407,normal,x = ((y * z) * (z * w)) * y,x * y = (x * x) * z,True
normal_0408,408,normal,x = (((y * y) * y) * x) * y,x = (y * (z * w)) * (u * y),False
normal_0409,409,normal,x = (x * ((y * y) * y)) * y,x = (y * z) * ((y * z) * w),False
normal_0410,410,normal,x = (y * (y * (x * z))) * z,x * y = x * (x * (x * z)),False
normal_0411,411,normal,x = ((y * x) * x) * (y * x),x = (x * y) * (y * (x * y)),False
normal_0412,412,normal,x * y = ((y * x) * z) * x,x * y = z * ((x * w) * y),True
normal_0413,413,normal,x = (y * (z * (y * w))) * u,x = y * ((z * (w * w)) * x),True
normal_0414,414,normal,x = (x * x) * (y * (x * z)),x = (x * (y * y)) * (x * z),True
normal_0415,415,normal,x = y * ((y * x) * x),(x * y) * y = (y * x) * x,False
normal_0416,416,normal,x = (y * (z * y)) * (w * y),x * y = z * w,True
normal_0417,417,normal,x * y = (z * z) * (x * x),x = ((y * (z * w)) * y) * u,False
normal_0418,418,normal,x = ((y * z) * w) * u,x * y = (z * (x * x)) * y,True
normal_0419,419,normal,x = y * ((z * w) * u),x * y = (x * (z * z)) * w,True
normal_0420,420,normal,x = ((y * y) * z) * (w * x),x * y = (z * x) * (w * x),False
normal_0421,421,normal,x = ((y * z) * w) * (w * z),x = y * ((x * (z * y)) * z),True
normal_0422,422,normal,x = ((y * z) * x) * (z * y),(x * y) * x = (y * z) * z,True
normal_0423,423,normal,x = y * (x * ((x * x) * y)),x = y * (x * ((x * z) * w)),False
normal_0424,424,normal,x * (x * y) = (x * x) * y,x = (x * y) * (x * (x * x)),False
normal_0425,425,normal,x * (y * z) = (y * y) * x,x = (y * ((z * y) * y)) * z,False
normal_0426,426,normal,x = y * (((z * y) * y) * z),x * (y * z) = (z * x) * w,True
normal_0427,427,normal,x * y = (x * (x * z)) * z,x = y * (z * ((w * u) * v)),False
normal_0428,428,normal,x = y * (y * ((y * z) * z)),x = y * (z * ((w * y) * x)),True
normal_0429,429,normal,x * (y * z) = x * (z * w),x = y * ((y * (y * z)) * x),False
normal_0430,430,normal,x = (y * x) * (z * (w * y)),x = ((y * x) * x) * x,True
normal_0431,431,normal,x = (((y * x) * z) * x) * x,x = (y * ((z * x) * w)) * y,False
normal_0432,432,normal,x = ((x * y) * (y * x)) * x,x = ((y * x) * z) * (y * z),False
normal_0433,433,normal,x * y = ((z * y) * z) * w,x * y = (y * z) * (x * w),True
normal_0434,434,normal,x = (y * y) * ((y * y) * x),x * y = ((z * w) * x) * w,False
normal_0435,435,normal,x = (y * (z * x)) * (z * x),x = x * (y * (y * (y * y))),False
normal_0436,436,normal,x = ((y * z) * w) * (y * u),x = y * ((x * y) * (y * y)),True
normal_0437,437,normal,x * (x * y) = (x * z) * y,x = (y * ((x * z) * z)) * z,False
normal_0438,438,normal,x = (y * z) * (w * u),x = ((x * y) * x) * (z * z),True
normal_0439,439,normal,x * y = (y * x) * (y * x),x = (y * y) * (x * (x * x)),False
normal_0440,440,normal,x * x = y * (z * w),x * x = (y * (z * y)) * z,False
normal_0441,441,normal,x = (y * (z * (y * z))) * x,x = (y * (z * z)) * (w * x),False
normal_0442,442,normal,x * y = ((z * y) * w) * x,x = y * ((y * y) * (z * x)),False
normal_0443,443,normal,x * y = ((x * x) * z) * x,x = (y * z) * ((x * w) * u),False
normal_0444,444,normal,x = (x * y) * (z * (x * x)),x * (y * y) = (z * w) * w,False
normal_0445,445,normal,x = (y * ((z * y) * x)) * w,x = y * ((y * (z * y)) * z),True
normal_0446,446,normal,x = y * ((y * y) * x),x = ((y * x) * (z * z)) * x,False
normal_0447,447,normal,x = (y * y) * (y * z),x = y * ((x * y) * (z * y)),True
normal_0448,448,normal,x = (y * y) * (z * z),x * y = ((z * x) * y) * z,True
normal_0449,449,normal,x = y * ((x * z) * (z * w)),x = ((y * (y * z)) * y) * z,True
normal_0450,450,normal,x * (x * x) = (y * x) * y,x = (y * (y * (z * z))) * x,False
normal_0451,451,normal,x = y * ((z * y) * (w * w)),x * y = (z * w) * y,True
normal_0452,452,normal,x = (y * z) * ((z * w) * w),x = (x * (y * (y * y))) * z,True
normal_0453,453,normal,x = ((y * y) * x) * (x * x),(x * y) * z = (x * w) * z,False
normal_0454,454,normal,x * y = (x * (z * w)) * u,x = x * ((y * z) * (x * w)),False
normal_0455,455,normal,x = y * (z * ((w * z) * w)),x = ((x * x) * (y * y)) * y,True
normal_0456,456,normal,x = x * (((x * y) * y) * z),x = y * (z * (x * (w * w))),False
normal_0457,457,normal,x = (((y * z) * y) * w) * x,x = y * (z * (z * (x * x))),True
normal_0458,458,normal,x = ((y * z) * (x * z)) * y,x * y = (z * (w * y)) * z,False
normal_0459,459,normal,x * y = y * ((z * x) * w),x = y * (((z * z) * z) * x),False
normal_0460,460,normal,x = (((y * x) * z) * y) * x,x * y = (y * (y * x)) * y,True
normal_0461,461,normal,x = (y * ((z * x) * x)) * z,x = x * ((y * z) * (w * z)),True
normal_0462,462,normal,x * (x * y) = (z * w) * z,x * y = y * (z * (y * y)),False
normal_0463,463,normal,x = ((y * (z * x)) * w) * w,x = y * (((z * w) * w) * y),True
normal_0464,464,normal,x = ((y * (z * w)) * z) * w,x * (x * x) = y * (y * x),True
normal_0465,465,normal,x = y * (z * ((w * x) * w)),x = (y * z) * (w * (u * w)),True
normal_0466,466,normal,x = y * y,x * x = (y * z) * (w * z),True
normal_0467,467,normal,x * x = (y * z) * w,x * y = (z * z) * (y * x),False
normal_0468,468,normal,x * y = ((y * z) * y) * w,x = x * (y * (z * (z * w))),False
normal_0469,469,normal,x = y * (x * ((z * z) * y)),x * (y * x) = x * (y * y),False
normal_0470,470,normal,x = (y * (z * w)) * (y * z),x = (x * (y * x)) * z,True
normal_0471,471,normal,x = ((y * z) * w) * (x * w),x = x * (y * (y * (z * y))),True
normal_0472,472,normal,x = (((x * y) * z) * y) * y,x = (y * (z * y)) * (y * y),False
normal_0473,473,normal,x * (y * x) = z * (w * x),x = y * (x * (z * (z * w))),False
normal_0474,474,normal,x = ((y * z) * x) * y,x = (y * x) * (x * (x * z)),True
normal_0475,475,normal,x = (y * x) * (z * (w * y)),x = x * (y * (x * (z * y))),True
normal_0476,476,normal,x = (y * y) * ((z * x) * y),x * x = (y * (y * x)) * y,True
normal_0477,477,normal,x = y * (((y * z) * w) * w),x = y * ((z * y) * (y * y)),True
normal_0478,478,normal,x = x * ((y * (y * y)) * y),x = ((y * z) * x) * (x * z),False
normal_0479,479,normal,x * y = (y * (y * z)) * y,x = ((y * x) * (z * z)) * z,False
normal_0480,480,normal,x = y * ((x * y) * (y * z)),x * x = (y * z) * (x * y),True
normal_0481,481,normal,x * y = z * (z * (y * x)),x = (y * (y * (x * x))) * x,False
normal_0482,482,normal,x * x = x * ((x * y) * x),x * (y * z) = (w * w) * y,False
normal_0483,483,normal,x = (y * y) * (y * (x * z)),x * y = z * (w * z),True
normal_0484,484,normal,x = ((y * z) * (y * x)) * y,x = ((y * (z * w)) * y) * y,True
normal_0485,485,normal,x = y * (z * y),x * y = x * (y * (z * y)),True
normal_0486,486,normal,x = ((y * y) * (z * z)) * y,x * y = (z * (w * y)) * x,True
normal_0487,487,normal,x * (y * z) = (z * z) * y,x = (y * y) * (y * (z * z)),False
normal_0488,488,normal,x = (((y * z) * z) * y) * w,x = (x * ((y * x) * z)) * x,True
normal_0489,489,normal,x = ((y * z) * (z * z)) * w,x = ((y * x) * x) * (z * x),True
normal_0490,490,normal,x * y = x * (z * (w * u)),x = x * (x * y),False
normal_0491,491,normal,x = (y * x) * ((x * z) * y),x = (((x * y) * z) * w) * w,True
normal_0492,492,normal,x = y * (x * ((z * y) * y)),x = ((x * x) * x) * (y * y),True
normal_0493,493,normal,x = y * ((z * x) * (w * x)),x = y * (x * (y * (y * x))),False
normal_0494,494,normal,x = (y * (z * (w * y))) * w,x * y = z * (y * (z * w)),True
normal_0495,495,normal,x = y * (z * (z * (w * u))),x = (x * y) * ((z * w) * x),True
normal_0496,496,normal,x = (((y * z) * w) * u) * y,x * y = (z * (x * w)) * w,True
normal_0497,497,normal,x * x = y * ((z * z) * x),x * y = ((z * y) * w) * u,False
normal_0498,498,normal,x = (((x * y) * z) * y) * z,x = x * (y * ((z * w) * z)),False
normal_0499,499,normal,x = (((x * y) * z) * y) * x,x = ((y * z) * z) * (w * x),False
normal_0500,500,normal,x = ((y * z) * w) * (x * w),x * y = z * ((z * y) * z),True
